Species,,GrowthType,SpawningType,Temp,BodyWEight,g,Source
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,98.22,0.252,67
Pseudocalanus,mimus,A,s,10,89.75,0,67
Pseudocalanus,mimus,A,s,10,81.72,0,67
Pseudocalanus,mimus,A,s,14,74.12,0.13,67
Pseudocalanus,mimus,A,s,14,74.12,0,67
Pseudocalanus,mimus,A,s,14,66.95,0,67
Pseudocalanus,mimus,A,s,14,74.12,0.232,67
Pseudocalanus,mimus,A,s,14,74.12,0,67
Pseudocalanus,mimus,A,s,14,66.95,0,67
Pseudocalanus,mimus,A,s,14,66.95,0,67
Pseudocalanus,mimus,A,s,14,74.12,0,67
Pseudocalanus,mimus,A,s,14,81.72,0,67
Pseudocalanus,mimus,A,s,14,66.95,0,67
Pseudocalanus,mimus,A,s,14,81.72,0.068,67
Pseudocalanus,mimus,A,s,14,74.12,0,67
Pseudocalanus,mimus,A,s,14,74.12,0,67
Pseudocalanus,mimus,A,s,14,74.12,0,67
Pseudocalanus,mimus,A,s,14,81.72,0,67
Pseudocalanus,mimus,A,s,14,74.12,0,67
Pseudocalanus,mimus,A,s,14,66.95,0,67
Pseudocalanus,mimus,A,s,14,66.95,0,67
Pseudocalanus,mimus,A,s,14,74.12,0.016,67
Pseudocalanus,mimus,A,s,14,66.95,0,67
Pseudocalanus,mimus,A,s,14,81.72,0,67
Pseudocalanus,mimus,A,s,14,81.72,0.198,67
Pseudocalanus,mimus,A,s,14,81.72,0,67
Pseudocalanus,mimus,A,s,14,66.95,0,67
Pseudocalanus,mimus,A,s,14,81.72,0,67
Pseudocalanus,mimus,A,s,14,66.95,0,67
Pseudocalanus,mimus,A,s,14,81.72,0,67
Pseudocalanus,mimus,A,s,14,60.21,0,67
Pseudocalanus,mimus,A,s,14,81.72,0.256,67
Pseudocalanus,mimus,A,s,14,66.95,0,67
Pseudocalanus,mimus,A,s,14,74.12,0.218,67
Pseudocalanus,mimus,A,s,14,74.12,0.218,67
Pseudocalanus,mimus,A,s,14,74.12,0,67
Pseudocalanus,mimus,A,s,14,74.12,0,67
Pseudocalanus,mimus,A,s,14,74.12,0,67
Pseudocalanus,mimus,A,s,14,81.72,0,67
Pseudocalanus,mimus,A,s,14,66.95,0,67
Pseudocalanus,mimus,A,s,14,74.12,0,67
Pseudocalanus,mimus,A,s,14,60.21,0.362,67
Pseudocalanus,mimus,A,s,14,74.12,0,67
Pseudocalanus,mimus,A,s,14,60.21,0,67
Pseudocalanus,mimus,A,s,14,66.95,0,67
Pseudocalanus,mimus,A,s,14,66.95,0.216,67
Pseudocalanus,mimus,A,s,14,74.12,0.177,67
Pseudocalanus,mimus,A,s,14,60.21,0,67
Pseudocalanus,mimus,A,s,14,66.95,0,67
Pseudocalanus,mimus,A,s,14,74.12,0,67
Pseudocalanus,sp.,A,s,3,11.8,0.02,7
Pseudocalanus,sp.,N,s,16.5,0.12,0.23,8
Pseudocalanus,sp.,N,s,16.5,0.2,0.27,8
Pseudocalanus,sp.,N,s,16.5,0.32,0.23,8
Pseudocalanus,sp.,N,s,16.5,0.48,0.35,8
Pseudocalanus,sp.,C,s,16.5,0.72,0.26,8
Pseudocalanus,sp.,C,s,16.5,1.24,0.2,8
Pseudocalanus,sp.,C,s,16.5,2,0.15,8
Pseudocalanus,spp.,A,s,4.8,6.7,0.071,70
Pseudocalanus,spp.,A,s,4.8,6.7,0.01,70
Pseudocalanus,spp.,A,s,5.5,6.7,0.038,70
Pseudocalanus,spp.,A,s,5.5,6.7,0.084,70
Pseudocalanus,spp.,A,s,5.5,6.7,0.029,70
Pseudocalanus,spp.,A,s,5.5,6.7,0.071,70
Pseudocalanus,spp.,A,s,5.5,9.2,0.058,70
Pseudocalanus,spp.,A,s,5.8,6.7,0.027,70
Pseudocalanus,spp.,A,s,5.9,6.7,0.071,70
Pseudocalanus,spp.,A,s,6.2,6.7,0.061,70
Pseudocalanus,spp.,A,s,7,3.2,0.07,70
Pseudocalanus,spp.,A,s,7,6.7,0.077,70
Pseudocalanus,spp.,A,s,4.5,6.7,0.006,70
Pseudocalanus,spp.,A,s,4.5,6.7,0.015,70
Pseudocalanus,spp.,A,s,4.6,6.7,0.023,70
Pseudocalanus,spp.,A,s,4.5,9.2,0.038,70
Pseudocalanus,spp.,A,s,5.5,6.7,0.092,70
Pseudocalanus,spp.,A,s,7,6.7,0.063,70
Pseudocalanus,spp.,A,s,7,6.7,0.075,70
Pseudocalanus,spp.,A,s,7.3,6.7,0.111,70
Pseudodiaptomus,hessei,N,s,16,0.166,0.19,31
Pseudodiaptomus,hessei,N,s,16,0.211,0.096,31
Pseudodiaptomus,hessei,N,s,16,0.266,0.11,31
Pseudodiaptomus,hessei,N,s,16,0.345,0.093,31
Pseudodiaptomus,hessei,N,s,16,0.386,0.125,31
Pseudodiaptomus,hessei,C,s,16,0.64,0.233,31
Pseudodiaptomus,hessei,C,s,16,1.147,0.231,31
Pseudodiaptomus,hessei,C,s,16,1.797,0.211,31
Pseudodiaptomus,hessei,C,s,16,2.387,0.286,31
Pseudodiaptomus,hessei,C,s,16,2.751,0.139,31
Pseudodiaptomus,hessei,C,s,16,4.419,0.179,31
Pseudodiaptomus,hessei,N,s,20,0.157,0.309,31
Pseudodiaptomus,hessei,N,s,20,0.209,0.174,31
Pseudodiaptomus,hessei,N,s,20,0.264,0.186,31
Pseudodiaptomus,hessei,N,s,20,0.329,0.104,31
Pseudodiaptomus,hessei,N,s,20,0.364,0.164,31
Pseudodiaptomus,hessei,C,s,20,0.624,0.308,31
Pseudodiaptomus,hessei,C,s,20,1.073,0.254,31
Pseudodiaptomus,hessei,C,s,20,1.644,0.203,31
Pseudodiaptomus,hessei,C,s,20,2.173,0.287,31
Pseudodiaptomus,hessei,C,s,20,2.467,0.149,31
Pseudodiaptomus,hessei,N,s,23,0.157,0.267,31
Pseudodiaptomus,hessei,N,s,23,0.209,0.135,31
Pseudodiaptomus,hessei,N,s,23,0.264,0.184,31
Pseudodiaptomus,hessei,N,s,23,0.329,0.131,31
Pseudodiaptomus,hessei,N,s,23,0.364,0.194,31
Pseudodiaptomus,hessei,C,s,23,0.624,0.35,31
Pseudodiaptomus,hessei,C,s,23,1.073,0.34,31
Pseudodiaptomus,hessei,C,s,23,1.644,0.285,31
Pseudodiaptomus,hessei,C,s,23,2.173,0.419,31
Pseudodiaptomus,hessei,C,s,23,2.467,0.199,31
Pseudodiaptomus,hessei,N,s,26,0.153,0.372,31
Pseudodiaptomus,hessei,N,s,26,0.207,0.214,31
Pseudodiaptomus,hessei,N,s,26,0.25,0.148,31
Pseudodiaptomus,hessei,N,s,26,0.311,0.143,31
Pseudodiaptomus,hessei,N,s,26,0.342,0.251,31
Pseudodiaptomus,hessei,C,s,26,0.569,0.395,31
Pseudodiaptomus,hessei,C,s,26,0.987,0.388,31
Pseudodiaptomus,hessei,C,s,26,1.388,0.404,31
Pseudodiaptomus,hessei,C,s,26,2.011,0.414,31
Pseudodiaptomus,hessei,C,s,26,2.322,0.283,31
Pseudodiaptomus,marinus,A,s,18.1,5.2,0.095,61
Pseudodiaptomus,marinus,A,s,18,5.8,0.053,61
Pseudodiaptomus,marinus,A,s,17.6,5.77,0.073,61
Pseudodiaptomus,marinus,A,s,15.8,5.26,0.088,61
Pseudodiaptomus,marinus,A,s,16.2,5.37,0.095,61
Pseudodiaptomus,marinus,A,s,15.4,4.95,0.044,61
Pseudodiaptomus,marinus,A,s,14.6,5.58,0.061,61
Pseudodiaptomus,marinus,A,s,14.2,6.69,0.018,61
Pseudodiaptomus,marinus,A,s,14,6.79,0.032,61
Pseudodiaptomus,marinus,A,s,14,6.4,0.035,61
Pseudodiaptomus,marinus,A,s,13.1,6.59,0.026,61
Pseudodiaptomus,marinus,A,s,12.4,6.4,0.017,61
Pseudodiaptomus,marinus,A,s,11.8,5.98,0.004,61
Pseudodiaptomus,marinus,A,s,11.1,6.87,0.004,61
Pseudodiaptomus,marinus,A,s,10.7,6.45,0.003,61
Pseudodiaptomus,marinus,A,s,10.2,6.55,0.003,61
Pseudodiaptomus,marinus,A,s,10,6.7,0.011,61
Pseudodiaptomus,marinus,A,s,9.5,6.6,0.007,61
Pseudodiaptomus,marinus,A,s,9,6.38,0.009,61
Pseudodiaptomus,marinus,A,s,10,6.38,0.02,61
Pseudodiaptomus,marinus,A,s,10.1,6.73,0.012,61
Pseudodiaptomus,marinus,A,s,9.6,6.71,0.012,61
Pseudodiaptomus,marinus,A,s,9.7,6.18,0.031,61
Pseudodiaptomus,marinus,A,s,8.9,6.41,0.01,61
Pseudodiaptomus,marinus,A,s,9.6,6.52,0.022,61
Pseudodiaptomus,marinus,A,s,9.6,6.49,0.034,61
Pseudodiaptomus,marinus,A,s,10.5,6.02,0.055,61
Pseudodiaptomus,marinus,A,s,10.8,6.28,0.034,61
Pseudodiaptomus,marinus,A,s,10.8,6.64,0.05,61
Pseudodiaptomus,marinus,A,s,10.8,6.33,0.043,61
Pseudodiaptomus,marinus,A,s,11.2,6.3,0.05,61
Pseudodiaptomus,marinus,A,s,12.4,6.04,0.045,61
Pseudodiaptomus,marinus,A,s,12.2,6.62,0.047,61
Pseudodiaptomus,marinus,A,s,13.1,6,0.078,61
Pseudodiaptomus,marinus,A,s,14.4,7,0.057,61
Pseudodiaptomus,marinus,A,s,13.4,6.42,0.065,61
Pseudodiaptomus,marinus,A,s,15.2,6.51,0.086,61
Pseudodiaptomus,marinus,A,s,14.7,6.67,0.055,61
Pseudodiaptomus,marinus,A,s,16.2,6.87,0.105,61
Pseudodiaptomus,marinus,A,s,16.7,6.74,0.089,61
Pseudodiaptomus,marinus,A,s,16.9,6.59,0.088,61
Pseudodiaptomus,marinus,A,s,19,6.64,0.091,61
Pseudodiaptomus,marinus,A,s,19.5,6.34,0.057,61
Pseudodiaptomus,marinus,A,s,19.3,6.16,0.079,61
Pseudodiaptomus,marinus,A,s,20.7,5.86,0.093,61
Pseudodiaptomus,marinus,A,s,21.2,5.83,0.108,61
Pseudodiaptomus,marinus,A,s,21.8,5.42,0.094,61
Pseudodiaptomus,marinus,A,s,20.7,5.33,0.095,61
Pseudodiaptomus,marinus,A,s,22.4,5.12,0.024,61
Pseudodiaptomus,marinus,A,s,21.2,4.84,0.083,61
Pseudodiaptomus,marinus,A,s,22.4,4.94,0.093,61
Pseudodiaptomus,marinus,A,s,22.1,4.81,0.061,61
Pseudodiaptomus,marinus,A,s,22.2,4.73,0.069,61
Pseudodiaptomus,marinus,A,s,24.1,4.42,0.125,61
Pseudodiaptomus,marinus,A,s,24.3,4.17,0.117,61
Pseudodiaptomus,marinus,A,s,24.4,4.04,0.084,61
Pseudodiaptomus,marinus,A,s,25.4,3.89,0.067,61
Pseudodiaptomus,marinus,A,s,26.9,3.89,0.17,61
Pseudodiaptomus,marinus,A,s,26.8,3.73,0.15,61
Pseudodiaptomus,marinus,A,s,25.8,3.87,0.161,61
Pseudodiaptomus,marinus,A,s,26.8,3.87,0.203,61
Pseudodiaptomus,marinus,A,s,26.2,3.85,0.102,61
Pseudodiaptomus,marinus,A,s,26.8,3.6,0.116,61
Pseudodiaptomus,marinus,A,s,27.2,3.85,0.218,61
Pseudodiaptomus,marinus,A,s,26.8,3.55,0.068,61
Pseudodiaptomus,marinus,A,s,26.8,3.77,0.173,61
Pseudodiaptomus,marinus,A,s,27.5,3.39,0.134,61
Pseudodiaptomus,marinus,A,s,27.8,3.52,0.083,61
Pseudodiaptomus,marinus,A,s,28.2,3.66,0.124,61
Pseudodiaptomus,marinus,A,s,27,3.24,0.138,61
Pseudodiaptomus,marinus,A,s,26.2,3.32,0.164,61
Pseudodiaptomus,marinus,A,s,25.9,3.8,0.11,61
Pseudodiaptomus,marinus,A,s,25.7,3.91,0.174,61
Pseudodiaptomus,marinus,A,s,24.4,3.67,0.119,61
Pseudodiaptomus,marinus,A,s,24.6,3.79,0.138,61
Pseudodiaptomus,marinus,A,s,24.2,3.95,0.058,61
Pseudodiaptomus,marinus,A,s,24.4,3.89,0.062,61
Pseudodiaptomus,marinus,A,s,23.8,4.33,0.171,61
Pseudodiaptomus,marinus,A,s,22.7,4.39,0.122,61
Pseudodiaptomus,marinus,A,s,21.7,4.59,0.081,61
Pseudodiaptomus,marinus,A,s,21.1,4.2,0.056,61
Pseudodiaptomus,marinus,A,s,21.3,4.3,0.103,61
Pseudodiaptomus,marinus,A,s,20.6,4.45,0.125,61
Pseudodiaptomus,marinus,A,s,20,4.27,0.095,61
Pseudodiaptomus,marinus,A,s,20,4.52,0.066,61
Eurytemora,affinis,A,s,8,4.1,0.08,32
Eurytemora,affinis,A,s,10,4,0.11,32
Eurytemora,affinis,A,s,14,3.8,0.12,32
Eurytemora,affinis,A,s,17,3.7,0.1,32
Eurytemora,affinis,A,s,20,3.3,0.08,32
Eurytemora,affinis,C,s,8,0.52,0.04,32
Eurytemora,affinis,C,s,8,0.81,0.11,32
Eurytemora,affinis,C,s,8,1.28,0.09,32
Eurytemora,affinis,C,s,8,1.98,0.04,32
Eurytemora,affinis,C,s,8,2.37,0.02,32
Eurytemora,affinis,C,s,8,3.07,0.03,32
Eurytemora,affinis,C,s,10,0.52,0.04,32
Eurytemora,affinis,C,s,10,0.83,0.22,32
Eurytemora,affinis,C,s,10,1.17,0.11,32
Eurytemora,affinis,C,s,10,1.76,0.08,32
Eurytemora,affinis,C,s,10,2.41,0.06,32
Eurytemora,affinis,C,s,10,3.06,0.08,32
Eurytemora,affinis,C,s,14,0.46,0.01,32
Eurytemora,affinis,C,s,14,0.66,0.19,32
Eurytemora,affinis,C,s,14,1.05,0.27,32
Eurytemora,affinis,C,s,14,1.61,0.22,32
Eurytemora,affinis,C,s,14,2.45,0.21,32
Eurytemora,affinis,C,s,14,3.17,0.13,32
Eurytemora,affinis,C,s,17,0.48,0.03,32
Eurytemora,affinis,C,s,17,0.62,0.15,32
Eurytemora,affinis,C,s,17,0.88,0.24,32
Eurytemora,affinis,C,s,17,1.39,0.3,32
Eurytemora,affinis,C,s,17,1.87,0.16,32
Eurytemora,affinis,C,s,17,2.99,0.25,32
Eurytemora,affinis,C,s,20,0.5,0.05,32
Eurytemora,affinis,C,s,20,0.65,0.17,32
Eurytemora,affinis,C,s,20,0.92,0.19,32
Eurytemora,affinis,C,s,20,1.28,0.17,32
Eurytemora,affinis,C,s,20,1.88,0.2,32
Eurytemora,affinis,C,s,20,2.19,0.17,32
Eurytemora,affinis,C,s,9.9,0.798,0.15,33
Eurytemora,affinis,C,s,9.9,1.261,0.088,33
Eurytemora,affinis,C,s,9.9,1.852,0.06,33
Eurytemora,affinis,C,s,14.4,1.118,0.144,33
Eurytemora,affinis,C,s,14.4,1.641,0.067,33
Eurytemora,affinis,N,s,6.5,0.171,0.088,33
Eurytemora,affinis,C,s,6.5,0.252,0.054,33
Eurytemora,affinis,C,s,6.5,0.36,0.036,33
Eurytemora,affinis,C,s,6.5,0.612,0.09,33
Eurytemora,affinis,C,s,6.5,1.065,0.02,33
Eurytemora,affinis,C,s,6.5,1.422,0.01,33
Temora,longicornis,A,B,3,9,0.01,7
Temora,longicornis,N,B,16.5,0.12,0.39,8
Temora,longicornis,N,B,16.5,0.2,0.35,8
Temora,longicornis,N,B,16.5,0.28,0.2,8
Temora,longicornis,C,B,16.5,0.56,0.37,8
Temora,longicornis,A,B,16.5,9.4,0.03,8
Temora,longicornis,A,B,16.5,9.4,0.01,8
Temora,longicornis,A,B,16.5,9.4,0.01,8
Temora,longicornis,A,B,16.5,9.4,0.03,8
Temora,longicornis,A,B,16.5,9.4,0.05,8
Temora,longicornis,A,B,16.5,9.4,0.03,8
Temora,longicomis,A,B,7.5,14.95,0.029,14
Temora,longicornis,A,B,9,14.95,0.021,14
Temora,longicornis,A,B,7,14.95,0.013,3
Temora,longicornis,A,B,7,14.95,0.045,3
Temora,longicornis,A,B,7,14.95,0.102,3
Temora,longicornis,A,B,7,14.95,0.043,3
Temora,longicornis,A,B,7,14.95,0.027,3
Temora,longicornis,A,B,7,14.95,0.029,3
Temora,longicornis,A,B,7,14.95,0.037,3
Temora,longicornis,A,B,7,14.95,0.08,3
Temora,longicornis,A,B,7,14.95,0.078,3
Temora,longicornis,A,B,7,14.95,0.072,3
Temora,longicornis,A,B,4,14.95,0.008,4
Temora,longicornis,A,B,4,14.95,0.003,4
Temora,longicornis,A,B,5,14.95,0.008,4
Temora,longicornis,A,B,5,14.95,0.021,4
Temora,longicornis,A,B,5,14.95,0.019,4
Temora,longicornis,A,B,5,14.95,0.019,4
Temora,longicornis,A,B,5,14.95,0.043,4
Temora,longicornis,A,B,5,14.95,0.048,4
Temora,longicornis,A,B,5,14.95,0.062,4
Temora,longicornis,A,B,5,14.95,0.104,4
Temora,longicornis,A,B,5,14.95,0.115,4
Temora,longicornis,A,B,5,14.95,0.112,4
Temora,longicornis,A,B,5,14.95,0.059,4
Temora,longicornis,A,B,5,14.95,0.126,4
Temora,longicornis,A,B,7,14.95,0.075,4
Temora,longicornis,A,B,7,14.95,0.075,4
Temora,longicornis,A,B,7,14.95,0.08,4
Temora,longicornis,A,B,7,14.95,0.083,4
Temora,longicornis,A,B,7,14.95,0.045,4
Temora,longicornis,A,B,7,14.95,0.051,4
Temora,longicornis,A,B,18,14.95,0.005,4
Temora,longicornis,A,B,17,14.95,0.011,4
Temora,longicornis,A,B,17,14.95,0.005,4
Temora,longicornis,A,B,17,14.95,0.019,4
Temora,longicornis,A,B,17,14.95,0.035,4
Temora,longicornis,A,B,17,14.95,0.043,4
Temora,longicornis,A,B,12,14.95,0.027,4
Temora,longicornis,A,B,12,14.95,0.008,4
Temora,longicornis,A,B,8,14.95,0.032,4
Temora,longicornis,A,B,12,14.95,0.05,25
Temora,longicornis,A,B,12,14.95,0.072,25
Temora,longicornis,A,B,12,14.95,0.053,25
Temora,longicornis,A,B,7,14.95,0.05,25
Temora,longicornis,A,B,12,14.95,0.048,25
Temora,longicornis,A,B,12,14.95,0.045,25
Temora,longicornis,A,B,12,14.95,0.047,25
Temora,longicornis,A,B,12,14.95,0.022,25
Temora,longicornis,A,B,12,14.95,0.051,25
Temora,longicornis,A,B,12,14.95,0.049,25
Temora,longicornis,A,B,12,14.95,0.078,25
Temora,longicornis,A,B,12,14.95,0.02,25
Temora,longicornis,A,B,0.5,14.95,0.07,47
Temora,longicornis,A,B,1.5,14.95,0.15,47
Temora,longicornis,A,B,2.5,14.95,0.14,47
Temora,longicornis,A,B,4.5,14.95,0.12,47
Temora,longicornis,A,B,5,14.95,0.08,47
Temora,longicornis,A,B,6,14.95,0.08,47
Temora,longicornis,A,B,7.5,14.95,0.01,47
Temora,longicornis,A,B,8,14.95,0.01,47
Temora,longicornis,A,B,10,14.95,0.06,47
Temora,longicornis,A,B,11.5,14.95,0.03,47
Temora,longicornis,A,B,11.5,14.95,0.06,47
Temora,longicornis,A,B,12.5,14.95,0.03,47
Temora,longicornis,A,B,13.5,14.95,0.02,47
Temora,longicornis,A,B,16,14.95,0.09,47
Temora,longicornis,A,B,17,14.95,0.05,47
Temora,longicornis,A,B,16.1,14.95,0.008,48
Temora,longicornis,A,B,16.5,14.95,0.003,48
Temora,longicornis,A,B,17,14.95,0.013,48
Temora,longicornis,A,B,17.5,14.95,0.006,48
Temora,longicornis,A,B,3,14.95,0.004,49
Temora,longicornis,A,B,5,14.95,0.004,49
Temora,longicornis,A,B,5,14.95,0.023,49
Temora,longicornis,A,B,7,14.95,0.02,49
Temora,longicornis,A,B,7.5,14.95,0.024,49
Temora,longicornis,A,B,11,14.95,0.043,49
Temora,longicornis,A,B,12.5,14.95,0.043,49
Temora,longicornis,A,B,14,14.95,0.043,49
Temora,longicornis,A,B,14,14.95,0.009,49
Temora,longicornis,A,B,14,14.95,0.027,49
Temora,longicornis,A,B,18.5,14.95,0.011,49
Temora,longicornis,A,B,18,14.95,0.056,49
Temora,longicornis,A,B,18,14.95,0.04,49
Temora,longicornis,A,B,16.5,14.95,0.039,49
Temora,longicornis,A,B,6.5,14.95,0.016,49
Temora,longicornis,A,B,7.5,14.95,0.032,49
Temora,longicornis,A,B,8,14.95,0.035,49
Temora,longicornis,A,B,10,14.95,0.037,49
Temora,longicornis,A,B,10,14.95,0.032,49
Temora,longicornis,A,B,13,14.95,0.054,49
Temora,longicornis,A,B,13.5,14.95,0.04,49
Temora,longicornis,A,B,18.5,14.95,0.051,49
Temora,longicornis,A,B,18,14.95,0.04,49
Temora,longicornis,A,B,17.5,14.95,0.019,49
Temora,longicornis,A,B,17.5,14.95,0.013,49
Temora,longicornis,A,B,17,14.95,0.019,49
Temora,longicornis,A,B,17,14.95,0.019,49
Temora,longicornis,A,B,19,14.95,0.019,49
Temora,longicornis,A,B,18,14.95,0.016,49
Temora,longicornis,A,B,17.5,14.95,0.062,49
Temora,longicornis,A,B,17.5,14.95,0.029,49
Temora,longicornis,A,B,17.5,14.95,0.043,49
Temora,longicornis,A,B,14,14.95,0.04,49
Temora,longicornis,A,B,12.5,14.95,0.013,49
Temora,longicornis,A,B,8,14.95,0.011,49
Temora,longicornis,A,B,9.5,14.95,0.035,49
Temora,longicornis,A,B,12.5,14.95,0.04,49
Temora,longicornis,A,B,11,14.95,0.024,49
Temora,longicornis,A,B,11,14.95,0.067,49
Temora,longicornis,A,B,11,14.95,0.021,49
Temora,longicornis,A,B,14,14.95,0.054,49
Temora,longicornis,A,B,17.5,14.95,0.024,49
Temora,longicornis,A,B,17,14.95,0.021,49
Temora,longicornis,A,B,18.5,14.95,0.021,49
Temora,longicornis,A,B,17.5,14.95,0.045,49
Temora,longicornis,A,B,17.5,14.95,0.027,49
Temora,longicornis,A,B,17.5,14.95,0.048,49
Temora,longicornis,A,B,13,14.95,0.013,49
Temora,longicornis,A,B,12.5,14.95,0.011,49
Temora,longicornis,A,B,4,14.95,0.08,52
Temora,longicornis,A,B,4,14.95,0.07,52
Temora,longicornis,A,B,4,14.95,0.03,52
Temora,longicornis,A,B,4,14.95,0.04,52
Temora,longicornis,A,B,4,14.95,0.03,52
Temora,longicornis,A,B,11.5,12.9,0.023,57
Temora,longicornis,A,B,11.5,12.9,0.001,57
Temora,longicornis,A,B,11.5,12.9,0.006,57
Temora,longicornis,A,B,11.5,12.9,0.038,57
Temora,longicornis,A,B,11.5,12.9,0.0003,57
Temora,longicornis,A,B,11.5,12.9,0.002,57
Temora,longicornis,A,B,11.5,12.9,0.018,57
Temora,longicornis,A,B,11.5,12.9,0.028,57
Temora,longicornis,A,B,11.5,12.9,0.025,57
Temora,longicornis,A,B,11.5,12.9,0.029,57
Temora,longicornis,A,B,8.5,12.9,0,57
Temora,longicornis,A,B,8.5,12.9,0,57
Temora,longicornis,A,B,8.5,12.9,0,57
Temora,longicornis,A,B,8.5,12.9,0,57
Temora,longicornis,A,B,8.5,12.9,0,57
Temora,longicornis,A,B,8.5,12.9,0.009,57
Temora,longicornis,A,B,8.5,12.9,0,57
Temora,longicornis,A,B,8.5,12.9,0.016,57
Temora,longicornis,A,B,8.5,12.9,0,57
Temora,longicornis,A,B,8.5,12.9,0.014,57
Temora,longicornis,A,B,8.5,12.9,0.004,57
Temora,longicornis,A,B,8.5,12.9,0.029,57
Temora,longicornis,A,B,7.5,12.9,0.001,57
Temora,longicornis,A,B,7.5,12.9,0.002,57
Temora,longicornis,A,B,7.5,12.9,0.002,57
Temora,longicornis,A,B,7.5,12.9,0.03,57
Temora,longicornis,A,B,7.5,12.9,0.004,57
Temora,longicornis,A,B,7.5,12.9,0.009,57
Temora,longicornis,A,B,7.5,12.9,0.002,57
Temora,longicornis,A,B,7.5,12.9,0.0003,57
Temora,longicornis,A,B,7.5,12.9,0.004,57
Temora,longicornis,A,B,6.5,12.9,0.007,57
Temora,longicornis,A,B,6.5,12.9,0.006,57
Temora,longicornis,A,B,6.5,12.9,0.016,57
Temora,stylifera,A,B,20,12.6,0.08,1
Temora,stylifera,A,B,20,12.6,0.04,1
Temora,stylifera,A,B,28,18.43,0.017,59
Temora,turbinata,A,B,28,2.74,0.281,59
Temora,turbinata,C,B,28,0.352,0.4,24
Temora,turbinata,C,B,28,0.637,0.44,24
Temora,turbinata,C,B,28,1.181,0.45,24
Temora,turbinata,C,B,28,1.987,0.27,24
Temora,turbinata,C,B,28,2.941,0.4,24
Temora,turbinata,C,B,28,1.025,0.907,58
Temora,turbinata,C,B,28,2.54,0.907,58
Temora,turbinata,C,B,28,0.798,0.695,58
Temora,turbinata,C,B,28,0.403,1.229,58
Temora,turbinata,C,B,28,1.242,1.02,58
Temora,turbinata,C,B,28,0.705,0.961,58
Temora,turbinata,C,B,28,1.838,0.957,58
Temora,turbinata,C,B,28,0.459,0.343,58
Temora,turbinata,C,B,28,0.619,0.599,58
Temora,turbinata,C,B,28,0.398,0.695,58
Temora,turbinata,C,B,28,0.272,0.705,58
Temora,turbinata,C,B,28,0.296,0.876,58
Temora,turbinata,C,B,28,0.483,0.916,58
Temora,turbinata,C,B,28,0.238,0.624,58
Temora,turbinata,C,B,28,0.489,0.745,58
Temora,turbinata,C,B,28,0.896,0.454,58
Temora,turbinata,C,B,28,1.389,0.408,58
Temora,turbinata,C,B,28,2.164,0.362,58
Temora,turbinata,N,B,28,0.035,0.815,60
Temora,turbinata,N,B,28,0.017,0.513,60
Temora,turbinata,N,B,28,0.041,0.968,60
Temora,turbinata,N,B,28,0.018,0.576,60
Temora,turbinata,N,B,28,0.018,0.537,60
Temora,turbinata,N,B,28,0.039,0.765,60
Temora,turbinata,N,B,28,0.065,0.428,60
Temora,turbinata,N,B,28,0.031,0.49,60
Temora,turbinata,N,B,28,0.031,0.506,60
Temora,turbinata,N,B,28,0.026,0.632,60
Temora,turbinata,N,B,28,0.026,0.601,60
Temora,turbinata,N,B,28,0.053,0.592,60
Temora,turbinata,N,B,28,0.052,0.344,60
Temora,turbinata,N,B,28,0.06,0.599,60
Temora,turbinata,N,B,28,0.057,0.67,60
